text,sentiment
"The film's cinematography was quite poor, in my opinion.",negative
"Honestly, the soundtrack felt poor.",negative
I thought the visuals was fantastic.,positive
I found the story to be disappointing.,negative
I was impressed by the story.,negative
The screenplay left much to be desired; it was mediocre.,neutral
The way they handled the direction was outstanding.,positive
"Honestly, the direction felt passable.",neutral
One of the best parts of the movie was how terrible it was.,negative
The acting left much to be desired; it was mediocre.,neutral
The dialogue really stood out—it was excellent.,positive
One of the best parts of the screenplay was how mediocre it was.,neutral
The story left much to be desired; it was excellent.,positive
One of the best parts of the soundtrack was how amazing it was.,positive
I found the visuals to be average.,neutral
The plot really stood out—it was disappointing.,negative
I was impressed by the characters.,neutral
The story really stood out—it was passable.,neutral
"Honestly, the soundtrack felt terrible.",negative
"Honestly, the dialogue felt fantastic.",positive
I was impressed by the story.,positive
The story ruined the entire experience by being great.,positive
The way they handled the special effects was disappointing.,negative
I thought the screenplay was excellent.,positive
The acting ruined the entire experience by being poor.,negative
"Honestly, the story felt horrible.",negative
"The film's dialogue was quite disappointing, in my opinion.",negative
I thought the plot was disappointing.,negative
"Honestly, the cinematography felt outstanding.",positive
"The film's plot was quite amazing, in my opinion.",positive
I found the plot to be passable.,neutral
I thought the acting was terrible.,negative
The characters really stood out—it was horrible.,negative
The acting really stood out—it was amazing.,positive
The direction really stood out—it was great.,positive
The way they handled the direction was outstanding.,positive
The acting really stood out—it was decent.,neutral
The dialogue ruined the entire experience by being decent.,neutral
I thought the characters was amazing.,positive
One of the best parts of the characters was how disappointing it was.,negative
"The film's story was quite okay, in my opinion.",neutral
"Honestly, the acting felt fantastic.",positive
I was impressed by the plot.,positive
The way they handled the story was terrible.,negative
The movie ruined the entire experience by being outstanding.,positive
I found the score to be decent.,neutral
"The film's screenplay was quite fantastic, in my opinion.",positive
The characters ruined the entire experience by being awful.,negative
The pacing ruined the entire experience by being mediocre.,neutral
One of the best parts of the story was how horrible it was.,negative
I found the pacing to be awful.,negative
"The film's movie was quite average, in my opinion.",neutral
I found the characters to be outstanding.,positive
"The film's cinematography was quite outstanding, in my opinion.",positive
The soundtrack left much to be desired; it was terrible.,negative
"Honestly, the performance felt mediocre.",neutral
"The film's performance was quite disappointing, in my opinion.",negative
"Honestly, the direction felt mediocre.",neutral
"Honestly, the score felt amazing.",positive
I was impressed by the acting.,negative
The story really stood out—it was excellent.,positive
The way they handled the story was average.,neutral
I was impressed by the movie.,neutral
I was impressed by the soundtrack.,positive
